stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
7094369;Laurence;TURPAULT;fille;laurence.turpault@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7094369;Laurence;TURPAULT;fille;laurence.turpault@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3049600;Quentin;AVRILLON;H;quentin.avrillon@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3049600;Quentin;AVRILLON;H;quentin.avrillon@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3049600;Quentin;AVRILLON;H;quentin.avrillon@centralesupelec.fr;member;Sono;
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@centralesupelec.fr;member;Impact;
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9094168;Sylvian;THOREAU;M;sylvian.thoreau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9094168;Sylvian;THOREAU;M;sylvian.thoreau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
4430853;Pierre;DAVY;garçon;pierre.davy@centralesupelec.fr;member;Impact;
4430853;Pierre;DAVY;garçon;pierre.davy@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1321828;Bernard;SAUVAGET;H;bernard.sauvaget@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2581714;Claudine;ROBICHON;garçon;claudine.robichon@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
519158;Martin;MARCEAU;H;martin.marceau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
519158;Martin;MARCEAU;H;martin.marceau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
519158;Martin;MARCEAU;H;martin.marceau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2711330;Francisque;BLUTEAU;H;francisque.bluteau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
5620513;Marie Claude;CAILLEAUD;W;marie claude.cailleaud@centralesupelec.fr;member;Sono;
1673058;Marie Renée;GATE;W;marie renee.gate@centralesupelec.fr;member;Sono;
1673058;Marie Renée;GATE;W;marie renee.gate@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6657126;Elvis;RABINEAU;H;elvis.rabineau@centralesupelec.fr;member;Impact;
361092;Jean-Lou;LEAU;M;jean-lou.leau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
361092;Jean-Lou;LEAU;M;jean-lou.leau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
361092;Jean-Lou;LEAU;M;jean-lou.leau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6939093;Angéla;PLESSIS;F;angela.plessis@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6939093;Angéla;PLESSIS;F;angela.plessis@centralesupelec.fr;member;Sono;
9440070;Samir;SUROT;H;samir.surot@centralesupelec.fr;member;Sono;
9440070;Samir;SUROT;H;samir.surot@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1691150;Eric;CLENET;M;eric.clenet@centralesupelec.fr;member;Sono;
9876669;Gaetan;LAMOUREUX;garçon;gaetan.lamoureux@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2104286;Marie-Caroline;LEMAITRE;F;marie-caroline.lemaitre@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6112233;Jean Charles;RAHARD;H;jean charles.rahard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6112233;Jean Charles;RAHARD;H;jean charles.rahard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6112233;Jean Charles;RAHARD;H;jean charles.rahard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
5676653;Renaud;BOUIN;H;renaud.bouin@centralesupelec.fr;member;Impact;
9232177;Mathieu;BONDU;garçon;mathieu.bondu@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7505370;Félicie;BORDEAU;F;felicie.bordeau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9149537;Edward;FUZEAU;H;edward.fuzeau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9149537;Edward;FUZEAU;H;edward.fuzeau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9149537;Edward;FUZEAU;H;edward.fuzeau@centralesupelec.fr;member;Sono;
6655783;Zineb;ALGOURDIN;W;zineb.algourdin@centralesupelec.fr;member;Impact;
6655783;Zineb;ALGOURDIN;W;zineb.algourdin@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@centralesupelec.fr;member;Impact;
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5431327;Moise;LORRE;M;moise.lorre@centralesupelec.fr;member;Sono;
4239962;Conchita;SUTEAU;fille;conchita.suteau@centralesupelec.fr;member;Impact;
1653783;Erick;RUEL;garçon;erick.ruel@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1653783;Erick;RUEL;garçon;erick.ruel@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1653783;Erick;RUEL;garçon;erick.ruel@centralesupelec.fr;member;Sono;
8347453;Régine;GEORGET;M;regine.georget@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8347453;Régine;GEORGET;M;regine.georget@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8347453;Régine;GEORGET;M;regine.georget@centralesupelec.fr;member;Impact;
2571528;Samira;CHAUVIERE;W;samira.chauviere@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2571528;Samira;CHAUVIERE;W;samira.chauviere@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3532542;Linda;CIROT;F;linda.cirot@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3532542;Linda;CIROT;F;linda.cirot@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3532542;Linda;CIROT;F;linda.cirot@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@centralesupelec.fr;member;Sono;
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
